Product category,Product,Region,Industry,Sales owner,Territory,Sales Opportunity
Computers,All-in-One,North America,Major Pharmaceuticals,Molly Clark,US-WEST,$82900
Software,Design app,North America,Major Pharmaceuticals,Alicia Thomber,US-WEST,$82900
Computers,Tablets,EMEA,Restaurants,Anne Weiler,France,$82000
Software,Mobile app,North America,,Eric Gruber,US-MIDWEST,$82000
Furniture,Stand-up Desks,North America,,David So,US-SOUTH,$76000
Software,Design app,North America,Air Freight/Delivery Services,Alan Steiner,Canada,$75200
Software,Design app,North America,,Molly Clark,US-SOUTH,$75100
Software,Design app,North America,Automotive Aftermarket,Alicia Thomber,US-WEST,$73900
Computers,Tablets,North America,,Eric Gruber,US-MIDWEST,$72400
Software,Design app,North America,"Computer Software: Programming, Data Processing",Spencer Low,US-SOUTH,$72000
Software,Design app,North America,Ordnance And Accessories,David So,US-SOUTH,$71400
Software,Design app,LATAM,Industrial Machinery/Components,Greg Winston,Chile,$70200
Software,Design app,North America,Oil & Gas Production,Alicia Thomber,US-WEST,$69500
Software,Design app,North America,Medical/Nursing Services,David So,US-SOUTH,$69300
Computers,Tablets,North America,Computer Software: Prepackaged Software,Alicia Thomber,US-WEST,$69100
Software,Design app,North America,Oil & Gas Production,Eric Gruber,US-MIDWEST,$69100
Software,Design app,APAC,Water Supply,Renee Lo,Australia,$68900
Computers,Tablets,North America,Home Furnishings,Julian Isla,US-NORTHEAST,$68300
Computers,All-in-One,North America,Real Estate Investment Trusts,Eric Gruber,US-MIDWEST,$68200
Software,Design app,EMEA,Recreational Products/Toys,Anne Weiler,France,$67400
Software,Design app,North America,Hospital/Nursing Management,Molly Clark,Mexico,$66900
Software,Design app,North America,Air Freight/Delivery Services,Molly Clark,US-SOUTH,$66300
Software,Design app,LATAM,Business Services,Greg Winston,Argentina,$66000
Software,Design app,North America,Computer Software: Prepackaged Software,David So,US-SOUTH,$65800
Computers,All-in-One,North America,,David So,US-SOUTH,$65700
Furniture,Stand-up Desks,APAC,Major Pharmaceuticals,Renee Lo,China,$65200
Furniture,Stand-up Desks,North America,Major Pharmaceuticals,Molly Clark,US-WEST,$64900
Computers,Tablets,North America,,Spencer Low,US-SOUTH,$64300
Software,Design app,North America,Industrial Machinery/Components,David So,US-SOUTH,$64300
Software,Design app,EMEA,Oilfield Services/Equipment,Anne Weiler,France,$64200
Computers,Tablets,North America,Major Pharmaceuticals,Molly Clark,US-WEST,$64100
Furniture,Ergonomic Seating,North America,,David So,US-SOUTH,$63800
Furniture,Stand-up Desks,North America,Home Furnishings,Julian Isla,US-NORTHEAST,$63700
Furniture,Stand-up Desks,North America,Integrated oil Companies,Spencer Low,US-SOUTH,$63700
Furniture,Stand-up Desks,North America,Forest Products,Julian Isla,US-NORTHEAST,$61900
Furniture,Stand-up Desks,North America,Major Pharmaceuticals,Molly Clark,US-SOUTH,$61900
Furniture,Stand-up Desks,North America,Medical/Nursing Services,David So,US-SOUTH,$61900
Software,Design app,LATAM,Life Insurance,Greg Winston,Chile,$61300
Computers,All-in-One,North America,Air Freight/Delivery Services,Molly Clark,US-SOUTH,$60700
Furniture,Stand-up Desks,North America,Business Services,Molly Clark,US-SOUTH,$60100
Furniture,Stand-up Desks,North America,Business Services,Alicia Thomber,US-WEST,$59900
Furniture,Stand-up Desks,North America,Computer Software: Prepackaged Software,Alicia Thomber,US-WEST,$58500
Furniture,Stand-up Desks,North America,,Jeff Hay,US-MIDWEST,$58000
Software,Mobile app,LATAM,,Greg Winston,Chile,$58000
Software,Design app,EMEA,Forest Products,Anne Weiler,France,$57900
Electronics,Laser Printers,North America,,David So,US-SOUTH,$57300
Software,Design app,North America,Oil & Gas Production,Alan Steiner,Canada,$56800
Software,Design app,North America,Major Pharmaceuticals,Jeff Hay,US-MIDWEST,$56600
Software,Mobile app,North America,Medical Specialities,Eric Gruber,US-MIDWEST,$56500
Computers,All-in-One,North America,Medical Specialities,Eric Gruber,US-MIDWEST,$56300
Software,Design app,LATAM,Computer Software: Prepackaged Software,Greg Winston,Brazil,$56300
Software,Design app,North America,Major Banks,David So,US-SOUTH,$56100
Software,Mobile app,North America,,David So,US-SOUTH,$55600
Computers,All-in-One,LATAM,"Computer Software: Programming, Data Processing",Greg Winston,Argentina,$55500
Software,Design app,North America,Home Furnishings,Alicia Thomber,US-WEST,$55000
Computers,All-in-One,North America,Major Pharmaceuticals,Molly Clark,US-SOUTH,$54900
Computers,All-in-One,North America,Oil & Gas Production,Eric Gruber,US-MIDWEST,$54700
Computers,All-in-One,LATAM,Life Insurance,Greg Winston,Brazil,$54600
Computers,Tablets,EMEA,Recreational Products/Toys,Anne Weiler,France,$54500
Software,Design app,North America,Medical/Dental Instruments,Alan Steiner,Canada,$54300
Furniture,Stand-up Desks,EMEA,Recreational Products/Toys,Anne Weiler,France,$54200
Computers,All-in-One,North America,Oilfield Services/Equipment,Alan Steiner,Canada,$54100
Software,Design app,LATAM,Packaged Foods,Greg Winston,Argentina,$53500
Furniture,Stand-up Desks,North America,,Spencer Low,US-SOUTH,$53200
Computers,Tablets,North America,Industrial Machinery/Components,Spencer Low,US-SOUTH,$53000
Software,Design app,North America,Major Chemicals,Eric Gruber,US-MIDWEST,$53000
Software,Design app,North America,Restaurants,Alan Steiner,Canada,$52600
Computers,Tablets,North America,,Alicia Thomber,US-WEST,$52100
Computers,Tablets,North America,Air Freight/Delivery Services,Alan Steiner,Canada,$51300
Furniture,Stand-up Desks,North America,Other Specialty Stores,Alicia Thomber,US-WEST,$51100
Software,Design app,North America,Computer Manufacturing,Eric Gruber,US-MIDWEST,$51100
Software,Mobile app,LATAM,"Computer Software: Programming, Data Processing",Greg Winston,Argentina,$50800
Software,Design app,LATAM,,Greg Winston,Brazil,$50600
Computers,All-in-One,North America,Computer Manufacturing,Eric Gruber,US-MIDWEST,$50300
Furniture,Stand-up Desks,North America,Real Estate Investment Trusts,Spencer Low,US-SOUTH,$50200
Software,Design app,North America,Packaged Foods,Jeff Hay,US-MIDWEST,$49500
Furniture,Ergonomic Seating,North America,Home Furnishings,Julian Isla,US-NORTHEAST,$49200
Software,Design app,North America,Medical Specialities,Eric Gruber,US-MIDWEST,$49200
Computers,All-in-One,North America,,Jeff Hay,US-MIDWEST,$49100
Furniture,Stand-up Desks,North America,Automotive Aftermarket,Alicia Thomber,US-WEST,$48800
Computers,All-in-One,North America,Industrial Machinery/Components,Molly Clark,US-WEST,$48100
Software,Mobile app,North America,Oilfield Services/Equipment,Alan Steiner,Canada,$47800
Computers,All-in-One,LATAM,Restaurants,Greg Winston,Argentina,$47700
Software,Design app,North America,Major Pharmaceuticals,David So,US-SOUTH,$47600
Furniture,Stand-up Desks,North America,Biotechnology: Commercial Physical & Biological Resarch,Alicia Thomber,US-WEST,$47500
Computers,Tablets,EMEA,Oilfield Services/Equipment,Anne Weiler,France,$47200
Furniture,Ergonomic Seating,EMEA,Restaurants,Anne Weiler,France,$46600
Furniture,Ergonomic Seating,North America,,Alicia Thomber,US-WEST,$46400
Software,Design app,North America,Electric Utilities: Central,Julian Isla,US-NORTHEAST,$46000
Furniture,Stand-up Desks,North America,Major Pharmaceuticals,Julian Isla,US-NORTHEAST,$45700
Computers,Tablets,North America,Other Specialty Stores,Alicia Thomber,US-WEST,$45400
Software,Mobile app,North America,Air Freight/Delivery Services,Alan Steiner,Canada,$45400
Software,Design app,North America,Savings Institutions,Molly Clark,US-SOUTH,$45200
Software,Mobile app,North America,Major Pharmaceuticals,Molly Clark,US-SOUTH,$45100
Computers,Tablets,North America,Major Pharmaceuticals,Molly Clark,US-SOUTH,$44500
Software,Design app,LATAM,Major Pharmaceuticals,Greg Winston,Brazil,$44400
Software,Design app,North America,Precious Metals,David So,US-SOUTH,$44400
Furniture,Stand-up Desks,North America,Home Furnishings,Alicia Thomber,US-WEST,$44200
Furniture,Stand-up Desks,North America,,Eric Gruber,US-MIDWEST,$44100
Computers,All-in-One,LATAM,Business Services,Greg Winston,Argentina,$43800
Software,Design app,EMEA,Real Estate Investment Trusts,Anne Weiler,France,$43400
Software,Design app,North America,Other Specialty Stores,David So,US-SOUTH,$43100
Software,Design app,North America,Food Distributors,Spencer Low,US-SOUTH,$42800
Software,Mobile app,North America,Major Pharmaceuticals,Molly Clark,US-WEST,$42800
Furniture,Stand-up Desks,North America,Major Banks,Alicia Thomber,US-WEST,$42700
Furniture,Stand-up Desks,North America,Property-Casualty Insurers,Molly Clark,US-WEST,$42500
Furniture,Stand-up Desks,North America,Ordnance And Accessories,David So,US-SOUTH,$42400
Software,Mobile app,North America,Medical/Dental Instruments,Alan Steiner,Canada,$42400
Computers,Tablets,North America,Major Banks,Alicia Thomber,US-WEST,$42300
Computers,All-in-One,North America,Major Chemicals,Molly Clark,US-SOUTH,$42200
Computers,All-in-One,LATAM,Major Banks,Greg Winston,Brazil,$42000
Furniture,Stand-up Desks,North America,Clothing/Shoe/Accessory Stores,Molly Clark,US-SOUTH,$42000
Computers,Tablets,North America,Real Estate Investment Trusts,Molly Clark,US-SOUTH,$41900
Software,Design app,LATAM,Life Insurance,Greg Winston,Brazil,$41900
Computers,Tablets,North America,Major Pharmaceuticals,David So,US-SOUTH,$41700
Software,Design app,North America,Marine Transportation,David So,US-SOUTH,$41700
Computers,All-in-One,EMEA,Restaurants,Anne Weiler,France,$41600
Software,Design app,North America,Hospital/Nursing Management,David So,US-SOUTH,$41300
Software,Mobile app,North America,Oil & Gas Production,Alan Steiner,Canada,$41300
Furniture,Stand-up Desks,North America,Industrial Machinery/Components,Molly Clark,US-WEST,$41100
Computers,All-in-One,North America,Major Banks,Alan Steiner,Canada,$41000
Furniture,Stand-up Desks,North America,Real Estate Investment Trusts,Molly Clark,US-SOUTH,$40800
Furniture,Stand-up Desks,LATAM,Restaurants,Greg Winston,Argentina,$40700
Furniture,Stand-up Desks,North America,Food Distributors,Molly Clark,US-WEST,$40600
Electronics,Laser Printers,EMEA,Restaurants,Anne Weiler,France,$40400
Software,Mobile app,North America,Paper,Eric Gruber,US-MIDWEST,$40300
Software,Design app,North America,Real Estate Investment Trusts,David So,US-SOUTH,$40100
Software,Design app,LATAM,Major Banks,Greg Winston,Argentina,$39900
Software,Design app,EMEA,,Anne Weiler,Finland,$39800
Computers,Tablets,North America,Automotive Aftermarket,Alicia Thomber,US-WEST,$39700
Computers,All-in-One,North America,Major Chemicals,Eric Gruber,US-MIDWEST,$39500
Computers,All-in-One,North America,Oil & Gas Production,Alan Steiner,Canada,$39400
Computers,Tablets,North America,"Computer Software: Programming, Data Processing",Spencer Low,US-SOUTH,$39300
Furniture,Ergonomic Seating,North America,Major Pharmaceuticals,Molly Clark,US-WEST,$39300
Computers,Tablets,North America,Ordnance And Accessories,David So,US-SOUTH,$39200
Computers,All-in-One,North America,Oil/Gas Transmission,Molly Clark,US-WEST,$39100
Furniture,Ergonomic Seating,North America,Major Pharmaceuticals,Molly Clark,US-SOUTH,$39100
Software,Design app,North America,Packaged Foods,Molly Clark,US-WEST,$38900
Computers,All-in-One,LATAM,Computer Software: Prepackaged Software,Greg Winston,Brazil,$38700
Software,Design app,EMEA,Major Pharmaceuticals,Anne Weiler,United Kingdom,$38600
Software,Design app,North America,Major Banks,Spencer Low,US-SOUTH,$38500
Software,Design app,North America,Real Estate Investment Trusts,Eric Gruber,US-MIDWEST,$38400
Computers,All-in-One,North America,Air Freight/Delivery Services,Alan Steiner,Canada,$38300
Computers,Tablets,LATAM,,Greg Winston,Brazil,$38200
Furniture,Stand-up Desks,North America,Oil & Gas Production,Alicia Thomber,US-WEST,$38200
Software,Mobile app,North America,Clothing/Shoe/Accessory Stores,Molly Clark,US-SOUTH,$38200
Software,Mobile app,North America,Air Freight/Delivery Services,Molly Clark,US-SOUTH,$38100
Computers,All-in-One,LATAM,Life Insurance,Greg Winston,Chile,$38000
Computers,Tablets,North America,Business Services,Molly Clark,US-SOUTH,$37900
Computers,Tablets,North America,Food Distributors,Molly Clark,US-WEST,$37900
Software,Design app,LATAM,Major Banks,Greg Winston,Brazil,$37900
Computers,All-in-One,North America,Computer Software: Prepackaged Software,Molly Clark,US-WEST,$37600
Computers,All-in-One,North America,Clothing/Shoe/Accessory Stores,Molly Clark,US-SOUTH,$37500
Computers,Tablets,North America,Business Services,Alicia Thomber,US-WEST,$37500
Computers,All-in-One,North America,Home Furnishings,Julian Isla,US-NORTHEAST,$37400
Furniture,Stand-up Desks,EMEA,Real Estate Investment Trusts,Anne Weiler,France,$37400
Software,Design app,North America,Ordnance And Accessories,Alan Steiner,Canada,$37400
Computers,Tablets,EMEA,,Anne Weiler,Finland,$37100
Software,Design app,North America,Major Banks,Alan Steiner,Canada,$37100
Computers,All-in-One,LATAM,Major Pharmaceuticals,Greg Winston,Argentina,$37000
Computers,Tablets,North America,Clothing/Shoe/Accessory Stores,Molly Clark,US-SOUTH,$36800
Computers,Tablets,North America,,Molly Clark,US-SOUTH,$36800
Software,Design app,North America,Air Freight/Delivery Services,Alicia Thomber,US-WEST,$36700
Computers,Tablets,North America,Oil & Gas Production,Eric Gruber,US-MIDWEST,$36600
Software,Mobile app,LATAM,Major Banks,Greg Winston,Argentina,$36600
Computers,All-in-One,LATAM,Major Banks,Greg Winston,Argentina,$36300
Furniture,Stand-up Desks,North America,"Computer Software: Programming, Data Processing",Spencer Low,US-SOUTH,$36300
Computers,Tablets,EMEA,Major Pharmaceuticals,Anne Weiler,United Kingdom,$36100
Computers,All-in-One,LATAM,Packaged Foods,Greg Winston,Argentina,$36000
Furniture,Ergonomic Seating,North America,Other Specialty Stores,Alicia Thomber,US-WEST,$36000
Software,Design app,North America,Specialty Foods,David So,US-SOUTH,$36000
Computers,All-in-One,LATAM,,Greg Winston,Argentina,$35800
